item,label
据统计 直到 年 月 中国 西部 省市 仍 拥有 金融机构 家 占 全国 总数 全国 金融机构 平均数 计 西部 省市 平均数 为家 东部 省市 平均 拥有 家 西部 略高于 东部 形成 这一 局面 原因 东西部 经济 水平 具有 均衡性 东部 金融 水平 稍微 低于 西部 持久 抗战 影响 国家 金融 分布 金融 布局 受 解放战争 冲击 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 日本 全面 侵华 国民政府 迁 陪都 重庆 大量 民族 工业 内迁 促进 西南 西北地区 民族 工业 发展 持久 抗战 奠定 基础 题意 相符 项中 具有 均衡性 不 符合 史实 中国 东部 经济 一向 强于 西部 应该 金融 发展 抗战 关系 排除 答案 知识点 知识点 抗战时期 解放战争 时期 民族 工业 垄断组织 出现 第三产业 兴起 新 经济 出现,近代史
针对 当时 社会 弊病 思想家 提出 孔子 删述 六经 伊尹 太公 救民水火 之心 故曰 载 诸 空言 见诸 行事 愚 不 揣 见于 此凡文 不 六经 指当 世之务者 不为 思想家 朱熹 董仲舒 王守仁 顾炎武 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 中 凡文 不 六经 指当 世之务者 不 说明 作者 认为 研究 著述 重要 意义 在于 指导 实践 舍弃 实践 一切都是 空谈 据此 可知 言论 体现 顾炎武 经世致用 思想 朱熹 是程 朱 理学 代表 人物 提倡 格物致知 存 天理 灭人 欲 排除 项 董仲舒 提倡 罢黜百家 独尊 儒术 排除 项 王守仁 心学 代表 人物 提倡 致 良知 知行合一 排除 项 答案 知识点 知识点 文艺 春天 明清 之际 儒学 思想,现代史
高一 某班 同学 自编 自导 一部 历史 短剧 剧中 我国 古代 著名 帝王 穿越 历史 隧道 谈论 丰功伟绩 台词 史实 不符 地方 秦始皇 首创 一套 沿用 多年 政治 制度 功高盖世 唐太宗 我用 三省 分割 相权 相互 监督 确保 独尊 地位 明太祖 设立 内阁 感到 大权在握 踏实 雍正帝 设置 军机处 军政 大权 完全 集中 手中 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 明朝 废除 丞相 制度 设立 内阁 结合 所学 知识 判断 选项 项符合 史实 秦始皇 创立 专制主义 中央集权 制度 后世 沿用 排除 项符合 史实 唐太宗 发展 三省 六部 制 分散相 权以 强化 皇权 排除 项符合 史实 清朝 雍正 时期 设立 军机处 君主专制 达到 顶峰 排除 项 不 符合 史实 明太祖 废 丞相 设 殿阁 大学士 以备 顾问 明成祖 时期 设立 内阁 符合 题干 要求 故选 知识点 知识点 明清 君主专制 制度 加强 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
进入 新世纪 日本 通产省 进行 一系列 改革 更名 经济 生产 省 推出 日本 经济 结构 改革 创造 行动计划 日本 上述 行动 实现 日本 经济 结构调整 增强 日本 国际 地位 旨在 加强 美国 经济 竞争 有利于 日本 经济 发展 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 日本 经济 改革 相关 知识点 材料 信息 结合 所学 知识 判断 选项 项 实现 仅 从题 干 信息 无法 看出 排除 题干 信息 没有 提及 日本 国际 地位 问题 排除 题干 信息 没有 提及 美国 排除 题干 围绕 日本 经济 改革 计划 展开 项 表述 准确 符合 题意 正确 故选 知识点 知识点 多极化 趋势 曲折 中 发展 摆脱 危机 困境 曲折 发展,近代史
下表 反映 年 上海 部分 民族 工业生产 指数 变化 注年 下列 解读 正确 一时期 年 年 年 棉纺织业 面粉 业 机器 业 各业 平均 民族 工业 逐步 萧条 外国 资本 超过 民族 资本 民族 工业 发展 比例失调 日本 侵华 破坏 民族 工业 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 提到 年 上海 部分 民族 工业生产 指数 变化 结合 所学 知识 可知 工业 行业 生产指数 普遍 降低 反映 民族 工业 逐步 萧条 正确 材料 无法 体现 外国 资本 超过 民族 资本 错误 材料 不能 说明 民族 工业 发展 比例失调 错误 当时 处于 抗战时期 日本 侵华 破坏 民族 工业 正确 组合 错误 排除 组合 正确 正确 组合 错误 排除 组合 错误 排除 知识点 知识点 抗战时期 解放战争 时期 民族 工业 垄断组织 出现 第三产业 兴起 新 经济 出现,近代史
世纪 中 前期 欧洲 来说 疾风暴雨 革命 波澜起伏 改革 时代 革命 改革 相继 成功 后 欧洲各国 没有 出现 思想家 描绘 美好 景象 人们 日益 尖锐 社会 矛盾 危机 感到 失望 不满 由此 文学艺术 领域 兴起 流派 代表作 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 学生 现实主义 理解 材料 人们 日益 尖锐 社会 矛盾 危机 感到 失望 不满 可知 背景 影响 下 文学艺术 领域 兴起 流派 浪漫主义 现实主义 浪漫主义 绘画 现实主义 文学 正确 现代主义 作品 印象 画派 选 知识点 知识点 现代主义 美术 现实主义 美术 印象 画派 文学 主要 成就,近代史
子 曰 道 以政 齐之以 刑民免 无耻 道 以德 齐之以 礼 有耻且格 孟子曰 君仁 莫不 仁 君义 莫不 义 君正 莫不 正一正君 国定 孔孟 二人 都 强调 德治国 维护 君主 权威 提倡 实行 仁政 主张 上行下效 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 春秋战国 时期 儒家思想 概况 材料 信息 材料 大致 意思 孔子 说用 行政命令 治理 国家 制定 相应 刑法 人们 想到 免于 刑罚 还 不能 心理 上 想到 犯罪 可耻 道德 治理 国家 礼仪 规范 约束 百姓 人们 会 耻辱 之心 知道 遵守 规矩 材料 主旨 强调 道德 治国 方面 作用 项 正确 项 材料 描述 不符 排除 题干 信息 没有 提及 仁政 排除 项与题 干 描述 不符 排除 故选 知识点 知识点 文艺 春天 春秋战国 时期 乐舞 春秋战国 时期 百家争鸣,现代史
观察 下列 表格 据此 可知 汉帝 太尉 时间 任前 职位 去职 原因 备注 高祖 卢 绾 公元前 前年 列侯 迁燕王 高祖 世交 周勃 公元前 前年 列侯 罢 省惠帝 周勃 公元前 前年 列侯迁 丞相 高祖 遗命 文帝 灌婴 公元前 前年 将军 迁 丞相 景帝 周亚夫 公元前 前年 中尉 迁 丞相 国家 政局稳定 已 不 需要 设置 太尉 汉初 加强 皇权 太尉 省置 无常 太尉 大多 皇帝 亲信 得以 提拔 当时 各地 封国 削弱 中央集权 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 汉到 元 政治 制度 演变 汉代 太尉 材料 表格 列举 汉初 设置 太尉 升迁 情况 不 需要 设置 太尉 矛盾 故项 错误 图表 信息 看出 太尉 任前 职位 去向 不 固定 说明 当时 加强 皇权 太尉 设置 无 定制 故项 正确 材料 仅仅 体现 卢 绾 周勃 高祖 世交 高祖 遗命 不能 说 皇帝 亲信 故项 错误 太尉 中央 设置 官员 不是 封 国故 项 错误 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 选官 官 制度 变化 中央 官制 三公九卿 制 皇帝 制度,古代史
史学家 指出 战国 重大 变化 逐渐 郡县制 替代 分封制 相对 分封制 郡县制 解决 贵族 权力 继承 矛盾 利于 选拔 人才 扩大 统治 基础 削弱 相权 加强 君主专制 加强 中央 地方 垂直 管理 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 学生 所学 知识 解决问题 能力 所学 可知 分封制 下 诸侯国 较大 独立性 不利于 中央 地方 管理 郡县 长官 君主 任免 不得 世袭 没有 封地 加强 中央 地方 垂直 管理 答案 解决 贵族 权力 继承 矛盾 规定 嫡长子 继承 宗 法制 排除 项 属于 选官 用人 制度 与题 干 不符 排除 丞相 中央 官制 郡县 属于 地方 行政区划 项 郡县制 作用 无关 排除 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 秦始皇 皇帝 制度,古代史
世纪 年代 日本 流行 一本 名为 日本 说 不 书书中 主张 摆脱 美国 控制 这种 现象 说明 日本 得到 西欧国家 强有力 支持 资本主义 世界 三足鼎立 局面 形成 美国 世界 霸主 地位 已经 丧失 日本 谋求 成为 世界 政治 大国 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 题干 想要 说明 世纪 年代 日本 主张 摆脱 美国 控制 没 体现 不 符合 史实 表明 国际 关系 上 日本 奉行 独立自主 政策 想 谋求 成为 政治 大国 故选 知识点 知识点 多极化 趋势 曲折 中 发展 摆脱 危机 困境 曲折 发展,现代史
朝为 田舍 郎暮登 天子 堂 古代 中国 知识分子 追求 隋唐 以后 实现 这一 理想 主要 途径 参加 科举考试 等待 朝廷 察举 投笔从戎 戍边 投作 官吏 幕僚 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 朝为 田舍 郎暮登 天子 堂 体现 知识分子 政治 地位 提高 隋唐 以后 主要 实行 科举制 考试 做官 调动 知识分子 读书 积极性 故选 察举 制 主要 汉代 实行 排除 战国 以后 都 不是 主要 途径 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 选官 官 制度 变化 中央 官制 三公九卿 制 皇帝 制度,古代史
国家 税收 合作社 积累 农民 个人收入 这三 方面 关系 必须 处理 适当 国家 积累 合作社 积累 都 不能 过多 尽可能 使 农民 能够 正常 年景 下 增加 生产 中 逐年 增加 个人收入 上述 文字 最有 可能 出自 毛泽东 湖南 农民 运动 考察报告 新民主主义论 人民 民主专政 正确处理 人民 内部矛盾 问题 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 学生 正确 运用 所学 知识 解决问题 能力 湖南 农民 运动 考察报告 发表 国民革命 时期 与题 干 主题 不符 故项 错误 新民主主义论 发表 抗日战争 时期 指出 中国 革命 步骤 前景 与题 干 主题 不符 故项 错误 人民 民主专政 发表 新 中国 成立 前夕 讨论 新 中国 国家 性质 政治体制 问题 与题 干 主旨 不符 故项 错误 正确处理 人民 内部矛盾 问题 发表 年 属于 社会主义 建设 道路 进行 探索 一部分 第一次 系统阐述 社会主义 社会 两类 矛盾 学说 故项 正确 知识点 知识点 中国 振兴 革命道路 探索 世纪 年代 年代 探索 社会主义 建设 道路 实践 毛泽东思想 发展 毛泽东思想 形成,现代史
世纪 伊始 天花 麻疹 流行性 感冒 使 美洲 土著居民 人口数量 锐减 小麦 马匹 牛 欧洲 来到 美洲 美洲 作物 玉米 马铃薯 番茄 花生 非洲 亚洲 欧洲 生根 发芽 表明 新 航路 开辟 美洲 人民 带来 重大 灾难 推动 世界市场 初具规模 密切 世界各地 联系 证明 圆 说 科学性 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 新 航路 开辟 影响 天花 麻疹 流行性 感冒 使 美洲 土著居民 人口数量 锐减 可知 新 航路 开辟 美洲 人民 带来 重大 灾难 正确 推动 世界市场 初具规模 第一次 工业革命 错误 排除 小麦 马匹 牛 欧洲 来到 美洲 美洲 作物 玉米 马铃薯 番茄 花生 非洲 亚洲 欧洲 生根 发芽 可知 新 航路 密切 世界各地 联系 正确 证明 地圆 说 科学性 麦哲伦 船队 环球 航行 错误 排除 以上 分析 可知 正确 答案 项 知识点 知识点 世界市场 拓展 走向 会合 世界 世界市场 雏形 出现 新 航路 开辟 原因 条件,近代史
礼记 • 玉藻 记载 考古 发现 得知 簋 重要 礼器 主要 用于 祭祀 时 放置 煮熟 饭食 鼎 相配合 使用 周礼 规定 天子 九鼎 八 簋 诸侯 用七鼎 六 簋 卿 大大 用五鼎 四 簋 士用 三鼎 二 簋 这种 现象 反映 本质 问题 西周 社会 奢侈 腐败现象 严重 西周 社会 等级森严 西周 冶 铜业 落后 西周 各地 经济 发展 不 平衡 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 天子 九鼎 八 簋 诸侯 用七鼎 六 簋 卿大夫 用五鼎 四 簋 士用 三鼎 二 簋 说明 西周 级别 规定 祭祀 用品 数量 充分体现 西周 社会 呈现 等级森严 特征 都 不是 西周 政治 制度 正确理解 故选 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
全球 通史 煤 提供 焦炭 供 照明用 宝贵 煤气 外 还 给予 一种 液体 煤焦油 化学家 这种 物质 中 发现 真正 宝物 种种 衍生物 包括 数百种 染料 大量 副产品 阿司匹林 冬青油 糖精 消毒剂 轻 泻剂 香水 摄影 化学 制品 烈性 炸药 香橙 花精 对此 理解 最 准确 技术 工业 影响 巨大 科学 工业 影响 巨大 煤焦油 提炼 工业 兴起 煤炭 衍生物 研究 兴起 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 化学家 煤焦油 发现 种种 衍生物 数百种 染料 阿司匹林 冬青油 糖精 消毒剂 轻 泻剂 香水 摄影 化学 制品 烈性 炸药 香橙 花精 可知 科学技术 进步 推动 化学工业 发展 正确 技术 不 等于 科学 排除 煤焦油 提炼 推动 一大批 工业 兴起 排除 项 煤炭 衍生物 研究 兴起 材料 片面 解读 排除 选 知识点 知识点 世界市场 拓展 走向 会合 世界 世界市场 雏形 出现 人类 迈入 电气 时代,近代史
阅读 材料 完成 下列 要求 材料 近 五百年 各国 因势 时而 不断 崛起 留给 世人 无尽 思索 国家 主题 葡萄牙 西班牙 陆地 海洋 荷兰 渔夫 车夫 英国 法国 人性 理性 美国 邦联 联邦 俄国 改革 革命 德国 分裂 统一 日本 锁国 开国 中国 结合 材料 提示 所学 知识 英国 中国 崛起 归纳 提炼出 恰当 主题 加以 阐释 要求 主题 立意 明确 阐释 逻辑 清晰 史论 结合 符合 主题 题型 简答题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 示例 主题 英国 国王 议会 王权 代议 专制 立宪 说明 英国 资产阶级 革命 前 国王 信奉 君权神授 推行 君主专制 严重 阻碍 资本主义 经济 发展 年 光荣革命 改变 国王 权利 来源 年 权利 法案 颁布 确立 议会 高于 王权 原则 君主立宪制 基本 确立 世纪 中期 责任 内阁制 形成 国王 正式 统而 不治 英国 成为 典型 君主立宪制 国家 再 英国 农业 工业 手工 生产 机器 大 工业 示例 二 主题 中国 计划 市场 说明 年前 高度集中 计划 经济体制 严重 束缚 生产力 发展 挫伤 人民 生产 积极性 十一届三中全会 决定 改革开放 农村 实行 家庭 联产承包 责任制 调动 农民 生产 积极性 城市 实行 政企分开 企业 制度 改革 增强 企业 活力 世纪 年代 深化 经济体制 改革 提出 建立 社会主义 市场 经济体制 世纪 初 加入 世界贸易组织 再 中国 从半殖 半封 独立自主 闭关锁国 对外开放 斯大林 模式 改革开放 解析 本题 要求 围绕 英国 中国 崛起 论证 拟定 合适 论题 英国 以下 论题 国王 议会 王权 代议 专制 立宪 结合 英国 资产阶级 革命 光荣革命 权利 法案 责任 内阁制 形成 知识 进行 论证 论题 手工 生产 机器 大 工业 结合 英国 工场 手工业 工业革命 历史 进行 论证 中国 如下 论题 中国 计划 市场 结合 建国 初 计划经济 史实 改革开放 实行 市场经济 进行 论证 紧扣 崛起 主题 最后 再 重申观点 做到 逻辑 清晰 史论 结合 多角度 论证 据此 可知 答案 示例 主题 英国 国王 议会 王权 代议 专制 立宪 说明 英国 资产阶级 革命 前 国王 信奉 君权神授 推行 君主专制 严重 阻碍 资本主义 经济 发展 年 光荣革命 改变 国王 权利 来源 年 权利 法案 颁布 确立 议会 高于 王权 原则 君主立宪制 基本 确立 世纪 中期 责任 内阁制 形成 国王 正式 统而 不治 英国 成为 典型 君主立宪制 国家 再 英国 农业 工业 手工 生产 机器 大 工业 示例 二 主题 中国 计划 市场 说明 年前 高度集中 计划 经济体制 严重 束缚 生产力 发展 挫伤 人民 生产 积极性 十一届三中全会 决定 改革开放 农村 实行 家庭 联产承包 责任制 调动 农民 生产 积极性 城市 实行 政企分开 企业 制度 改革 增强 企业 活力 世纪 年代 深化 经济体制 改革 提出 建立 社会主义 市场 经济体制 世纪 初 加入 世界贸易组织 再 中国 从半殖 半封 独立自主 闭关锁国 对外开放 斯大林 模式 改革开放 知识点 知识点 世界市场 拓展 走向 会合 世界 世界市场 雏形 出现 议会 权力 确立 英国 国会 国王 殊死搏斗 责任制 内阁 形成 人类 迈入 电气 时代 英国 责任 内阁制 形成 海峡两岸 关系 发展,近代史
如图所示 年 中国 进出口 商品 结构图 单位 百分比 工业 纤维 食品 重工业 机器 金属 图 看出 经济 结构 趋于 平衡 外国 加强 对华 资本输出 民族 工业 发展 受挫 中国 工业化 水平 逐步提高 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 图示 信息 可知 中国 轻工业品 进口 呈 下降 趋势 出口 上升 重工业 基础薄弱 进口 出口 都 增加 说明 时期 中国 工业化 水平 逐步提高 图示 可知 中国 轻工业 发展 快 重工业 发展缓慢 经济 结构 不 平衡 排除 材料 没有 涉及 外国 列强 信息 无法 推断出 外国 加强 对华 资本输出 排除 图示 信息 反映 中国 工业化 水平 逐步提高 不是 民族 工业 发展 受挫 排除 答案 知识点 知识点 中国 民族 资本主义 曲折 发展 垄断组织 出现 第三产业 兴起 新 经济 出现 中学 体西学 为用 洋务运动,近代史
世纪 康乾 盛世 称为 落日 辉煌 造成 这种 落日 局面 诸多 原因 不 包括 统治者 对外 实行 闭关锁国 政策 中国 丧失 独立自主 权 实行 重 农抑商 政策 文化 专制 政策 西方 国家 出现 资产阶级 思想 启蒙 革命 运动 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 学生 运用 所学 知识 解决问题 能力 明清 时期 统治者 对外 实行 闭关锁国 政策 重 农抑商 政策 文化 专制 政策 这是 导致 中国 资本主义 萌芽 不能 发展壮大 社会 进步 重要 原因 西方 国家 出现 资产阶级 思想 启蒙 革命 运动 使 西方 国家 实力 急速 提升 中 西方 实力 差异 逐步 拉大 中国 落后 世界潮流 鸦片战争 之前 中国 并未 丧失 独立自主 地位 项 说法 错误 三项 表述 正确 符合 史实 题意 要求 不符 答案 知识点 知识点 资本主义 萌芽 报刊 业 走向 繁荣 农业 主要 耕作 方式 土地 制度 意大利 资本主义 萌芽 官营 手工业 民营 手工业 家庭 手工业 消长 手工业 成就 商业 发展,现代史
大公报 记者 撰文 今年 新年 只 可谓 官国 二年 不当 谓 民国 二年 然以 各人 心理 中观 民国 一新 年 国民 一新 年 各一 心理 一新 年 固 未尝 两 体现 民主 共和 名存实亡 农耕 文明 影响 深远 迷信 思想 根深蒂固 官民 冲突 不可 调和 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 近代 中国 社会 生活 变迁 分析 材料 信息 记者 所说 今年 新年 只 可谓 官国 二年 不当 谓 民国 二年 民国 一新 年 国民 一新 年 各一 心理 一新 年 反映 民国初年 采取 移风易俗 法令 措施 专制 传统 根深蒂固 封建 势力 仍然 强大 出现 官民 观念 对立 由此 体现 民主 共和 名存实亡 故项 正确 两项 材料 信息 无关 项 材料 不符 排除 答案 选 知识点 知识点 清末 民主革命 风潮 辛亥革命 评价,近代史
上海 轮船 招商局 洋务派 创办 规模 最大 民用 企业 开张 之初 轮船 艘 后来 发展 多艘 经营 国内 运输 发展 海外 业务 打破 外国 轮船 公司 中国 垄断 地位 还 一度 兼并 美商 旗 吕 轮船 公司 由此 直接 推断出 洋务运动 启动 中国 近代化 进程 使 中国 走上 富强 道路 刺激 中国 民族 资本主义 产生 发展 一定 程度 上 抑制 外国 经济 势力 中国 扩张 题型 单选题 难度 简单 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 材料 说明 洋务运动 期间 外国 公司 中国 贸易 下降 造成 这种 现象 原因 洋务运动 促进 中国 近代 工业 发展 一定 程度 上 抵制 外国 经济 势力 侵略 表述 正确 材料 意思 不符 说法 错误 甲午 战败 说明 洋务运动 失败 破产 选 知识点 知识点 垄断组织 出现 第三产业 兴起 新 经济 出现 洋务派 近代 工业 创办 影响,现代史
年 中国 著名 平民 教育家 晏阳初 蒋介石 表示 人民 遭受 年 内战 流尽 鲜血 现在 已到 农村 大众 干 事情 蒋介石 表示 战士 消灭 对手 之后 反映 出 国共 谈判 注定 失败 告终 国民政府 仍 坚持 独裁 内战 方针 国民政府 拥有 较强 武装力量 国民政府 合法性 已 遭到 质疑 题型 单选题 难度 简单 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 主要 考查 学生 解放战争 概况 掌握 依据 所学 可知 年 月 国民党 军队 大举进攻 中原 解放区 标志 全面 内战 爆发 年春 国民党 军队 全面 进攻 转为 重点 进攻 进攻 陕北 山东 解放区 三大战役 摧枯拉朽 之势 迫使 蒋介石 发出 求和 声明 应选 知识点 知识点 重庆谈判 内战 爆发 清末 民主革命 风潮 内战,近代史
年 英国 内阁 占用 议会 会议 时间 平均 达到 议员 个人 很少 提出 议案 机会 重大 问题 上 议会 只 规定 原则 内阁 去 制定 具体 实施细则 议会 投不 信任票 监督 控制 内阁 做法 有效性 变得 极其 微弱 上述 现象 表明 议会 权力 作用 削弱 议会 立法 权力 正在 丧失 英国 政治 制度 正在 发生变化 议会 内阁 起到 限制 作用 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 关键词 微弱 看出 本题 主要 讲述 议会 权力 弱化 项 不 符合 史实 政治 制度 本身 没 变 权力 对比 发生 变化 排除 项 内阁 不能 限制 议会 议会 限制 内阁 限制 权力 弱化 排除 项 答案 知识点 知识点 议会 权力 确立 英国 国会 国王 殊死搏斗 责任制 内阁 形成 英国 责任 内阁制 形成 海峡两岸 关系 发展,现代史
年 月 一场 股票市场 大 崩溃 先导 经济危机 美国 本土 爆发 这场 危机 诸多 因素 共同 作用 因素 包括 资本主义 社会 基本 矛盾激化 实行 自由放任 政策 贫富悬殊 狂热 股票 投机 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 年 经济危机 发生 根本原因 资本主义 社会 基本 矛盾激化 正确 当时 胡佛 政府 实行 自由放任 政策 助长 经济危机 发生 正确 社会 贫富悬殊 经济危机 原因 正确 狂热 股票 投机 经济危机 直接 原因 正确 组合 正确 答案 知识点 知识点 年 资本主义 世界 经济危机,现代史
苏联 史一书 中 表述 斯大林 模式 前 苏联 工业化 经济 发展 过程 中 采用 延续 约 余年 一种 经济体制 这一 体制 实施 初期 苏联 国情 基本 适应 苏联 实现 工业化 国家 重要 条件 奠定 苏联 反法西斯战争 胜利 物质基础 弊端 造成 苏联 解体 重要 因素 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 学生 解读 信息 调动 知识 解决问题 能力 本题 考察 斯大林 模式 苏联 影响 斯大林 模式 优先发展 重工业 实行 初期 起到 加强 国防 实力 作用 说法 正确 长期 发展 重工业 带来 人民 群众 生活 长期 得不到 改善 造成 人们 不满 成为 苏联 解体 重要 因素 故项 正确 知识点 知识点 斯大林 模式,现代史
汉书 武帝 记 记载 元 朔 元年 有司 奏令 二千石 郡守 刺史 等级 官员 举 孝廉 化元元 平民百姓 移 风俗 非 实行 不容 谬举 说明 察举 制 具有 严格 选举 程序 解决 官员 空缺 问题 兼有 社会 教化 功能 使 地方 获得 自主 用人权 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 本题 考查 汉代 察举 制 材料 中 汉武帝 时期 规定 郡守 刺史 地方官 应 朝廷 举荐 孝廉 荐举 作出 严格 规定 突出 化元元移 风俗 作用 反映 察举 制在 选拔 统治 人才 兼具 社会 教化 功能 故选 察举 制是 汉武帝 时期 实行 自下而上 选官 制度 品德 标准 采取 推荐 方式 选拨 人才 不能 体现 选举 程序 严格 错误 材料 中 无 体现 排除 察举 制 实行 时受 中央 举荐 规定 限制 错误 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 选官 官 制度 变化 中央 官制 三公九卿 制 皇帝 制度,古代史
中 美 建交 世纪 年代 世界 历史 上 重大事件 发生 时间 先后 顺序排列 正确 尼克松 访问 中国 邓小平 访问 美国 美国 承认 中国 原则 美国 接受 中 美 建交 三 原则 题型 单选题 难度 简单 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 年 尼克松 访华 年 年底 年初 故选 知识点 知识点 中美关系 正常化 中日 邦交 正常化 和平共处 五项原则,现代史
山东省 称为 齐鲁 之邦 起源于 内外 服 制度 古代 地名 西周 分封 汉初 封国 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 提到 山东省 称为 齐鲁 之邦 结合 所学 知识 可知 西周 分封制 下 山东 齐国 鲁国 正确 内外 服 制度 属于 商朝 当时 没有 齐国 鲁国 排除 古代 地名 过于 笼统 没有 突出 分封制 排除 汉初 封国 不 符合 西周 分封制 排除 知识点 知识点 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
某本 古书 上 记载 朕 自临 御 以来 十有 三年 中间 图任 大臣 期 辅弼 以臻 至治赖 神发 其奸 皆 殄灭 朕 欲 革去 中书省 升 六部 仿古 六卿 之制 俾 各司 所事 据此 这位 朕 应该 秦始皇 唐太宗 明太祖 明成祖 题型 单选题 难度 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 材料 赖神 发其奸 皆 殄灭 朕 欲 革去 中书省 升 六部 仿古 六卿 之制 俾 各司 所事 结合 所学 知识 可知 反映 明太祖 废除 宰相 制度 史实 正确 秦始皇 没有 废除 宰相 制度 排除 唐太宗 没有 废除 宰相 制度 排除 明成祖 时期 没有 宰相 制度 排除 知识点 知识点 明清 君主专制 制度 加强 重 农抑商 政策 郡县制 夏商 两代 政治 制度 中央 官制 三公九卿 制 皇帝 制度,古代史
近代 中国 经济 结构 发生 巨大变化 自然经济 解体 下列 现象 最能 说明 自然经济 解体 农民 丧失 土地 现象 严重 洋纱 洋布 畅销 手工 棉纺织业 衰败 五口 通商 后 关税 大幅 降低 洋务派 创办 一批 近代 军事 民用工业 题型 单选题 难度 简单 使用 次数 纠错 复制 收藏 空间 加入 选题 篮 查看 答案 解析 答案 解析 自然经济 解体 表现 个体 农业 家庭 手工业 分离 大批 农民 手工业者 破产 织 耕 分离 中国 农副 土特产品 日趋 商品化 项 正确 答案 知识点 知识点 鸦片战争 概况 影响 垄断组织 出现 第三产业 兴起 新 经济 出现 自然经济 逐步 解体,现代史
